Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_102.jpg;0;0;1;0;137.0232;108.0931;0.0002363525;75.24971;-1.691015E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_143.jpg;0;0;0;0;137.0232;108.0931;0.0002363525;75.24971;-1.691015E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_184.jpg;0;0;0;0;137.0232;108.0931;0.0002363525;75.24971;-1.691015E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_231.jpg;0;0;0;0;137.0232;108.0931;0.0002363525;75.24971;-1.691015E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_273.jpg;0;0;0;0;137.0232;108.0931;0.0002363525;75.24971;-1.691015E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_320.jpg;0;0;0;0;137.0232;108.0931;0.0002365642;75.24971;-1.663615E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_360.jpg;0;0;0;0;137.0232;108.0931;0.0002367759;75.24971;-1.636218E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_401.jpg;0;0;0;0;137.0232;108.0931;0.0002369875;75.24971;-1.608818E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_449.jpg;0;0;0;0;137.0232;108.0931;0.0002373051;75.24971;-1.567719E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_488.jpg;0;0;0;0;137.0232;108.0931;0.0002375167;75.24971;-1.540322E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_531.jpg;0;0;0;0;137.0232;108.0931;0.0002375167;75.24971;-1.540322E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_576.jpg;0;0;0;0;137.0232;108.0931;0.0002375133;75.24971;-1.513863E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_618.jpg;0;0;0;0;137.0232;108.0931;0.0002375065;75.24971;-1.460946E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_663.jpg;0;0;0;0;137.0232;108.0931;0.0002376089;75.24971;-1.420785E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_705.jpg;0;0;0;0;137.0232;108.0931;0.000237602;75.24971;-1.367864E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_751.jpg;0;0;0;0;137.0232;108.0931;0.0002375918;75.24971;-1.288484E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_793.jpg;0;0;0;0;137.0232;108.0931;0.0002375849;75.24971;-1.235566E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_835.jpg;0;0;0;0;137.0232;108.0931;0.0002375781;75.24971;-1.182648E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_876.jpg;0;0;0;0;137.0232;108.0931;0.0002375712;75.24971;-1.129727E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_921.jpg;0;0;0;0;137.0232;108.0931;0.0002375644;75.24971;-1.076809E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_08_972.jpg;0;0;0;0;137.0232;108.0931;0.0002375541;75.24971;-9.974285E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_014.jpg;0;0;0;0;137.0232;108.0931;0.0002375473;75.24971;-9.445073E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_056.jpg;0;0;0;0;137.0232;108.0931;0.0002375404;75.24971;-8.915894E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_102.jpg;0;0;0;0;137.0232;108.0931;0.000237537;75.24971;-8.651304E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_142.jpg;0;0.0449817;0;0;137.0232;108.0931;0.000237537;75.24971;-8.651304E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_189.jpg;0;0.1940667;0;0;137.0234;108.094;0.02118498;75.24384;8.045816E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_232.jpg;0;0.3195591;0;0;137.0237;108.095;0.0417317;75.29339;-3.476794E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_272.jpg;0;0.4446342;0;0.0409846;137.0243;108.0973;0.09305984;75.22179;9.452887E-05
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_314.jpg;0;0.5702208;0;0.0315703;137.0249;108.0995;0.1375483;75.16306;0.0001935604
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_356.jpg;0;0.6945385;0;0.05388486;137.0259;108.1034;0.2166451;75.21276;-4.833693E-05
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_400.jpg;0;0.8331478;0;0.08529206;137.0272;108.1083;0.3134862;75.16147;0.0001705372
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_443.jpg;0;0.9575341;0;0.1056719;137.0288;108.1139;0.4145177;75.10849;-0.003607254
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_490.jpg;0;1;0;0.1560392;137.0321;108.1264;0.6258569;74.9246;0.0006825526
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_534.jpg;0;1;0;0.190163;137.0348;108.1366;0.7821624;74.92499;1.245425E-05
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\vision_img_steer_when mostly red_pixels set 4\IMG\robocam_2020_12_15_18_31_09_576.jpg;0;1;0;0.2315515;137.038;108.1484;0.9512675;74.89345;-0.000105549
