C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_190.jpg;0;0;1;0;125.7225;118.6412;0.0002363586;120.7575;4.604067E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_199.jpg;0;0;0;0;125.7225;118.6412;0.0002363586;120.7575;4.604067E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_239.jpg;0;0;0;0;125.7225;118.6412;0.0002363586;120.7575;4.604067E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_281.jpg;0;0;0;0;125.7225;118.6412;0.0002363586;120.7575;4.604067E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_326.jpg;0;0;0;0;125.7225;118.6412;0.0002363445;120.7575;4.089543E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_373.jpg;0;0;0;0;125.7225;118.6412;0.000236302;120.7575;2.546039E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_418.jpg;0;0;0;0;125.7225;118.6412;0.0002362737;120.7575;1.517058E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_460.jpg;0;0;0;0;125.7225;118.6412;0.0002360679;120.7575;2.08317E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_502.jpg;0;0;0;0;125.7225;118.6412;0.0002358621;120.7575;2.649218E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_550.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_601.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_642.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_684.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_728.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_772.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_813.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_855.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_906.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_947.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_28_994.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_039.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_085.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_128.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_176.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_223.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_270.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_318.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_360.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_400.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_443.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_482.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_530.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_579.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_621.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_662.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_705.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_746.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_789.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_828.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_870.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_912.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_954.jpg;0;0;0;0;125.7225;118.6412;0.0002357592;120.7575;2.932241E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_29_996.jpg;1.120154;0;0;0;125.7225;118.6412;0.0002367519;120.8471;2.225301E-07
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_038.jpg;2.993711;0.1001382;0;0;125.7223;118.6415;0.007823743;120.8596;-0.0003954224
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_079.jpg;4.882411;0.2260515;0;0;125.7221;118.6418;0.01480695;120.8112;0.0001926894
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_121.jpg;6.754666;0.3508686;0;0.01673559;125.7216;118.6427;0.03533809;120.8182;-0.0001134285
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_162.jpg;8.666288;0.4783101;0;0.01774348;125.7208;118.6439;0.06520111;120.9262;0.0008937964
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_203.jpg;10.51416;0.6015015;0;0.05032004;125.7191;118.6464;0.1265221;120.9181;0.005962249
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_245.jpg;12.38427;0.7261755;0;0.05513481;125.717;118.6493;0.19787;121.0373;0.0116269
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_287.jpg;14.28637;0.8529822;0;0.0921681;125.7137;118.6536;0.3027353;121.1719;0.02413885
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_328.jpg;15;0.9263745;0;0.1159105;125.7098;118.6586;0.4138207;121.512;0.03076304
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_370.jpg;13.48602;0.8028771;0;0.1337567;125.7053;118.6645;0.5315478;121.6758;0.031311
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_413.jpg;11.62138;0.6785675;0;0.1639415;125.6968;118.6759;0.7419361;121.94;0.0161829
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_453.jpg;9.731403;0.552569;0;0.1967315;125.6906;118.6843;0.8798045;122.0569;-0.0006052633
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_497.jpg;7.850101;0.4271489;0;0.2291099;125.6835;118.6936;1.019532;122.1678;-0.003189216
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_542.jpg;5.78448;0.2894408;0;0.239856;125.6768;118.7027;1.131041;122.2398;-0.003866373
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_584.jpg;3.895974;0.1635404;0;0.2585086;125.6702;118.7122;1.218238;122.3642;-0.00226181
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_626.jpg;2.022899;0.03866868;0;0.2539048;125.6646;118.7207;1.223462;122.4521;-0.002145142
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_671.jpg;0;0;0;0.256704;125.6571;118.7324;1.135403;122.4671;-0.0001880806
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_714.jpg;0;0;0;0.2567874;125.6524;118.7399;1.05804;122.4666;0.0007703686
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_754.jpg;0;0;0;0.2565111;125.6476;118.7473;0.9725375;122.4665;0.002964809
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_796.jpg;0;0;0;0.256204;125.643;118.7546;0.8795264;122.4665;0.005001222
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_15_30_839.jpg;-1.866173;0.0264147;0;0.2554764;125.6385;118.7618;0.7813843;122.4245;0.006019183
