C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_336.jpg;0;0;1;0;99.75845;89.65756;0.0002413762;229.0928;2.093814E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_377.jpg;0;0;0;0;99.75845;89.65756;0.0002413118;229.0928;1.044705E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_418.jpg;0;0;0;0;99.75845;89.65756;0.0002412102;229.0928;9.557662E-08
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_460.jpg;0;0;0;0;99.75845;89.65756;0.0002409086;229.0928;-9.281348E-07
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_502.jpg;0;0;0;0;99.75845;89.65756;0.0002405883;229.0928;-1.901847E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_544.jpg;0;0;0;0;99.75845;89.65756;0.0002401613;229.0928;-3.200133E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_585.jpg;0;0;0;0;99.75845;89.65756;0.0002399851;229.0928;-3.949276E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_627.jpg;0;0;0;0;99.75845;89.65756;0.0002397716;229.0928;-4.598413E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_669.jpg;0;0;0;0;99.75845;89.65756;0.0002395208;229.0928;-5.147569E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_710.jpg;0;0;0;0;99.75845;89.65756;0.0002392327;229.0928;-5.59672E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_751.jpg;0;0;0;0;99.75845;89.65756;0.0002389073;229.0928;-5.945885E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_793.jpg;0;0;0;0;99.75845;89.65756;0.0002385633;229.0928;-6.245049E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_835.jpg;0;0;0;0;99.75845;89.65756;0.000238282;229.0928;-6.406923E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_877.jpg;0;0;0;0;99.75845;89.65756;0.0002380633;229.0928;-6.431519E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_919.jpg;0;0;0;0;99.75845;89.65756;0.0002378074;229.0928;-6.356122E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_28_961.jpg;0;0;0;0;99.75845;89.65756;0.0002375142;229.0928;-6.180726E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_002.jpg;0;0;0;0;99.75845;89.65756;0.0002371837;229.0928;-5.90533E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_043.jpg;0;0;0;0;99.75845;89.65756;0.0002368226;229.0928;-5.242677E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_085.jpg;0;0;0;0;99.75845;89.65756;0.0002365989;229.0928;-4.642713E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_127.jpg;0;0;0;0;99.75845;89.65756;0.0002363565;229.0928;-3.992755E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_169.jpg;0;0;0;0;99.75845;89.65756;0.0002360954;229.0928;-3.292805E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_210.jpg;0;0;0;0;99.75845;89.65756;0.0002357971;229.0928;-2.492854E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_251.jpg;0;0;0;0;99.75845;89.65756;0.0002355987;229.0928;-1.655613E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_293.jpg;0;0;0;0;99.75845;89.65756;0.0002355003;229.0928;-7.810798E-07
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_335.jpg;0;0;0;0;99.75845;89.65756;0.0002354647;229.0928;2.307505E-07
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_381.jpg;0;0;0;0;99.75845;89.65756;0.0002354917;229.0928;1.379859E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_422.jpg;0;0;0;0;99.75845;89.65756;0.0002356187;229.0928;2.566265E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_465.jpg;0;0;0;0;99.75845;89.65756;0.0002359592;229.0928;4.401807E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_506.jpg;0;0;0;0;99.75845;89.65756;0.0002361863;229.0928;5.625505E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_549.jpg;0;0;0;0;99.75845;89.65756;0.0002364506;229.0928;6.749216E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_590.jpg;0;0;0;0;99.75845;89.65756;0.0002367149;229.0928;7.87292E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_631.jpg;0;0;0;0;99.75845;89.65756;0.0002370165;229.0928;8.896632E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_672.jpg;0;0;0;0;99.75845;89.65756;0.0002373368;229.0928;9.870344E-06
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_714.jpg;0;0;0;0;99.75845;89.65756;0.0002376757;229.0928;1.079407E-05
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_756.jpg;0;0;0;0;99.75845;89.65756;0.0002380519;229.0928;1.161779E-05
C:\D drive\Fall 2020\EC500\recordings\obstacle datasets\IMG\robocam_2020_12_14_21_43_29_797.jpg;0;0;0;0;99.75845;89.65756;0.0002384467;229.0928;1.239152E-05
