C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_21_990.jpg;0;0;1;0;124.9769;117.3024;0.0002332707;118.9125;-3.599562E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_21_996.jpg;0;0;0;0;124.9769;117.3024;0.000233284;118.9125;-3.547891E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_037.jpg;0;0;0;0;124.9769;117.3024;0.0002334907;118.9125;-3.601174E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_079.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_120.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_161.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_203.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_245.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_291.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_336.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_378.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_420.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_464.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_508.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_552.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_596.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_641.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_684.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_733.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\IMG\robocam_2020_12_16_17_32_22_774.jpg;0;0;0;0;124.9769;117.3024;0.000233504;118.9125;-3.549503E-06
