C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_516.jpg;0;0;1;0;129.9195;113.3474;0.0002326577;125.3424;-2.717358E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_556.jpg;0;0;0;0;129.9195;113.3474;0.0002327225;125.3424;-2.513985E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_604.jpg;0;0;0;0;129.9195;113.3474;0.0002329258;125.3424;-2.578771E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_647.jpg;0;0;0;0;129.9195;113.3474;0.0002330923;125.3424;-2.407798E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_686.jpg;0;0;0;0;129.9195;113.3474;0.0002332957;125.3424;-2.47259E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_727.jpg;0;0;0;0;129.9195;113.3474;0.0002333604;125.3424;-2.269217E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_769.jpg;0;0;0;0;129.9195;113.3474;0.0002335962;125.3424;-2.232323E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_815.jpg;0;0;0;0;129.9195;113.3474;0.000233832;125.3424;-2.195423E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_857.jpg;0;0;0;0;129.9195;113.3474;0.0002338968;125.3424;-1.992056E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_898.jpg;0;0;0;0;129.9195;113.3474;0.0002341325;125.3424;-1.955162E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_945.jpg;0;0;0;0;129.9195;113.3474;0.0002343845;125.3424;-1.867421E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_57_985.jpg;0;0;0;0;129.9195;113.3474;0.0002345348;125.3424;-1.747294E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_026.jpg;0;0;0;0;129.9195;113.3474;0.0002347706;125.3424;-1.710394E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_072.jpg;0;0;0;0;129.9195;113.3474;0.0002350063;125.3424;-1.6735E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_118.jpg;0;0;0;0;129.9195;113.3474;0.0002350711;125.3424;-1.470127E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_169.jpg;0;0;0;0;129.9195;113.3474;0.0002354086;125.3424;-1.465632E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_211.jpg;0;0;0;0;129.9195;113.3474;0.0002355427;125.3424;-1.396339E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_253.jpg;0;0;0;0;129.9195;113.3474;0.0002356075;125.3424;-1.192972E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_295.jpg;0;0;0;0;129.9195;113.3474;0.0002358108;125.3424;-1.257765E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_340.jpg;0;0;0;0;129.9195;113.3474;0.0002359449;125.3424;-1.188471E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_382.jpg;0;0;0;0;129.9195;113.3474;0.000236079;125.3424;-1.119184E-06
C:\D drive\Fall 2020\EC500\project\EC500_project\code\data\set 9_2 - throttle_l & throttle_r & keep & but only brake at the very end\IMG\robocam_2020_12_16_17_50_58_428.jpg;0;0;0;0;129.9195;113.3474;0.0002362131;125.3424;-1.04989E-06
